dialogue,label
"야 뭐해
어 나 지금 밖에 있어 걷는 중
아 그래 날씨 좋지
맞아 그래서 걷고 있어
근데 있잖아 나 요즘 사진 찍는 거에 관심 생겨서 말이야
오 진짜 나도 얼마 전에 장비 좀 샀어
그럼 뭐부터 사야 할까
음 나는 카메라랑 렌즈 먼저 샀어
그럼 카메라 브랜드는 뭐가 좋아
내가 쓰는 건 캐논인데 괜찮더라
오 캐논 괜찮지 사람들이 많이 쓰더라
응 맞아 그리고 삼각대도 생각보다 유용해
삼각대는 필수겠네
그렇지 그리고 보관할 가방도 하나 사 둬야 해
오케이 알았어 추천 고마워
별말씀을 그럼 사진 찍으러 같이 가자
좋아 언제 한 번 같이 가자
그래 그럼 나중에 또 연락할게
오케이 나중에 봐",0
"야 뭐하고 있어
집에서 쉬고 있어 너는
나도 집이야 근데 있잖아 나 이번에 새로운 카메라 하나 사려고 하는데 뭐 추천할 거 있어
음 니가 찍고 싶은 거에 따라 다를 것 같은데 주로 뭐 찍으려고
주로 풍경이나 인물 사진 많이 찍을 것 같아
음 그러면 미러리스 카메라가 좋을 것 같아 요즘 그게 화질 좋고 사용하기 쉽다더라고
그래 그럼 브랜드는 어디 게 괜찮을까
어 그건 니 취향 따라 가면 될 것 같아 소니나 캐논 쪽이 무난하지 않을까 싶어
오케이 그러면 좀 더 찾아보고 좋은 거 있으면 얘기해줄게
그래 좋아 나도 한번 찾아볼게 그럼 일단 이따 보자
응 고마워 그럼 이따 연락할게",0
"안녕 지금 시간 괜찮아
응 지금 도서관이야 그래서 조용히 얘기해야 돼
아 그래 그럼 짧게 할게
이번 회비 다 모였나
거의 모였어 아직 두 명 정도 남았는데 이번 주 안에 낸다고 했어
그럼 행사 비용 어떻게 배분할지 고민해야겠네
맞아 생각해 보니까 회식비랑 행사 준비비도 필요하고
음 그럼 회식비 30% 행사 준비비 70% 정도로 생각해봤어
오 좋은데 그렇게 해서 준비해 볼까
응 그렇게 하자 그리고 말인데 행사 준비는 언제부터 할까
다다음 주에 한 번 모일까 싶어
그래 그때까지 필요한 물품 목록 정리해 놓자
알았어 그럼 나중에 또 얘기하자
응 연락할게 나중에 봐
그래 안녕",0
"어 너 지금 괜찮아
어 괜찮아 무슨 일이야
저번에 모인 돈 있잖아 그거 어떻게 쓸지 얘기해 볼까 했어
아 맞아 그 행사 때문에 회의해야지
응 일단 장소 대여료하고 간식비가 필요할 것 같고
그럼 간식비는 얼마 정도 예상해
한 30만 원이면 될 것 같아
그럼 대여료는 대충 잡아 놓은 데 있어
응 한 군데 알아봤어 20만 원 정도래
그럼 둘 다 합쳐서 50만 원이면 될까
어 그럼 회비에서 좀 남겠네
남은 건 다음 행사 준비하면서 쓰면 되겠지
그럼 회비는 빠르게 정리해서 공유하자
응 알았어 계획 잘 세우자",0
"야 뭐해 지금
어 그냥 집에서 쉬는 중이야
나 새로운 게임 나왔다고 들었어
진짜 무슨 게임이야
그거 말이야 판타지 RPG인데 엄청 재밌어 보이더라
오 진짜 판타지 RPG면 완전 내 스타일인데
그래서 나도 이번 주말에 해보려고
출시일은 언제야
다음 주 수요일이래
음 그러면 우리 주말에 다 같이 해볼까
좋지 그럼 그때까지 기다려보자
진짜 기대된다 하하
그러게 나중에 또 얘기해
응 나중에 통화하자",0
"야 뭐해
어 나 지금 도서관이야
조용히 해야겠다 미안
아냐 괜찮아 근데 그거 들었어
뭐
이번에 새로운 게임 나왔대
오 진짜 무슨 게임인데
그게 이름이 근데 기억 안 나는데 엄청 기대돼
어떤 특징이 있어
그래픽도 대박이고 이야기 전개가 완전 영화 같아
오 좋다 나도 빨리 해보고 싶다
주말에 같이 해볼래
그러자 나중에 봐
그래 연락할게",0
"어 나야
지금 도서관에서 전화하는 중이라 크게 말 못해
어차피 조용히 얘기하면 되니까 괜찮아
이번 주말에 전시회 어떻게 할지 얘기해보려고
그래 좋아 나도 보고 싶었어
입장료 제가 얼마지
음 검색해보니까 만 원 정도래
그럼 같이 가는 걸로 하자
어떻게 갈까
차 끌고 가면 주차비가 좀 들긴 할 텐데
맞아 그럼 지하철 타고 가자
그게 좋겠다
일찍 만나서 근처에 뭐 먹고 가자
그래 그렇게 하자
알았어 그럼 토요일에 보자
응 나중에 연락해",0
"야 뭐해
어 나 지금 집이야
있잖아 이번 주말에 전시회 보러 가려고 생각 중인데 같이 갈래
오 좋은 생각이야 어떤 전시회야
현대 미술 전시회인데 입장료가 10,000원이래
괜찮네 그럼 몇 시에 만날까
음 전시회가 11시부터 시작하니까 그 전에 만나서 점심 먹고 가자
좋아 어디서 만날까
고속터미널역에서 만나면 어때 그쪽이 전시회장 가기 편하잖아
맞아 거기서 만나자 교통편은 확인해봤어
응 지하철 타면 20분 정도 걸리더라고
오케이 그럼 그때 봐
그래 나중에 봐",0
"야 뭐해
어 나 지금 밖에 나와 있어 바람 불어
진짜 바람 쎄
음 어제 그 앨범 들어봤어
들어봤지 진짜 대박이더라
그러니까 트랙 하나하나가 다 좋더라
그 인트로도 너무 좋았어
맞아 맞아 특히 그 두 번째 트랙 그거 아주 좋았어
하하 맞아 그 곡에서 퍼커션 소리 엄청 인상적이었어
완전 인정 나도 무한 반복했어
음 그런데 나 이번 앨범에서 베스트는 마지막 곡인 것 같아
아 그거 나중에 듣고 완전 빠졌어
진짜 거기 보컬 너무 좋았어 감정이 확 느껴지더라
그러게 그리고 곡 전반에 흐르는 그 분위기가 진짜 좋아
하아 진짜 다음 주에 그들 공연도 가고 싶다
좋지 그 날 날씨도 좋았음 좋겠다
그러게 그럼 나중에 봐
응 연락할게",0
"야 뭐해
나 그냥 카페야 너는
나도 지금 카페인데 좀 시끄럽다
그래서 잘 안 들려 근데 새로운 앨범 들어봤어
어 그게 말이야 어제 들었는데 대박이더라
맞아 맞아 나도 완전 빠졌어 특히 두 번째 트랙 어때
완전 좋았어 멜로디가 진짜 감동적이더라
맞아 나도 그거 들으면서 잠시 멍 때렸어 히히
아 그러니까 이번 앨범 진짜 잘 만든 것 같아
그러게 다른 앨범보다 훨씬 깊이 있는 느낌이랄까
음 근데 나중에 시간 되면 같이 들어볼래
그래 좋지 같이 듣고 또 얘기하자
오케이 그럼 나중에 봐
어 그래 곧 다시 연락할게",0
"야 뭐해
어 나 지금 버스 타고 가는 중이야
아 그래 다름이 아니라 이번 주말에 그 축제 가는 거 얘기 좀 하자고
아 맞다 맞다 우리 그거 언제 갈까
일요일 어때 가능해
어 좋아 나도 일요일 괜찮아 근데 뭘 준비해야 할까
음 일단 물은 꼭 챙기고 그게 사람 엄청 많아서 간식도 챙겨가는 게 좋을 것 같아
맞아 간식 중요하지 저번에 갔을 때 엄청 배고팠었잖아 하하
크크 그러게 그럼 간식이랑 물 챙기고 혹시 우산 필요할 수도 있을까
일기예보 보니까 비 올 수도 있다네 그래서 작은 우산 하나씩 챙기자
오케이 좋다 그럼 일요일에 보자 연락해
응 그래 조심히 가고 나중에 보자",0
