dialogue,label
"어 수아야 지금 집이야
응 지금 방에서 쉬고 있어 왜 무슨 일 있어
우리 아이들 공부 방법에 대해 얘기 좀 해보려구
아 그렇구나 나도 요즘 그거 고민 많이 하고 있었는데
어떻게 하면 아이들이 좀 더 효과적으로 공부할 수 있을까 싶어서 말이야
음 그러니까 내가 보니까 너무 진지하게만 접근하는 것보다 재미있게 해주는 게 중요한 것 같아
그래 맞아 그러니까 놀이처럼 만들어서 배우게 하는 게 좋더라
응 그거 좋네 그래서 우리 집은 보드게임 같은 걸로 단어 외우기도 하고 있어
정말 그거 재밌겠어 우리도 한번 그렇게 해봐야겠다
응 그리고 너무 길게 하기보다는 집중할 수 있을 만큼만 나누면 좋더라고
맞아 집중력이 중요하니까 짧게 여러 번 하는 게 더 효과적일 때가 많아
그렇지 또 꾸준히 하는 게 중요하니까 습관이 되도록 잘 유도해야겠어
음 그러네 꾸준히 할 수 있게끔 동기 부여도 필요하겠어
그래 맞아 그럼 우리도 이 방법들 한번 시도해보자
좋아 나중에 또 좋은 방법 있으면 공유하자
그래 연락할게 그럼 잘 지내
응 그래 잘 지내",0
"아 요즘 잘 지내고 있어
응 그럭저럭
자녀 공부 방법에 대해 좀 얘기해볼까 해서
좋아 어떤 팁이 필요해
음 그게 말이야 우리 아이가 집중을 잘 못 하더라고
아 그럴 때는 환경이 중요한 것 같아
그래서 학교 도서관 같은 데 가보라고 했어
맞아 조용한 데가 확실히 도움이 되더라
그리고 시간 분배도 잘 해야 되는 거 같아
하루 공부 계획을 같이 짜보면 어때
좋은 생각이야 주말에 같이 해보자
응 그리고 중간중간 쉬는 시간도 꼭 필요해
맞아 그래야 효율이 더 좋더라
그럼 이번 주말에 만나서 더 얘기하자
그래 그럼 연락할게",0
"어 안녕
지금 통화 괜찮아
어 조용히 얘기해야 해
그 엄마랑 무슨 일이 있었어
어 그게 조금 말이야
음 다툼이 있었어
왜 그랬어
그게 별일은 아니고
근데 엄마 기분이 안 좋으셨대
그래도 해결해야 하지 않겠어
맞아 그래서 방법을 좀 생각해봤어
누구 먼저 얘기해야 할까
자연스럽게 먼저 사과할까 했지
그럼 나도 같이 가서 얘기할까
그래 그게 좋을 것 같아
그럼 언제 만나서 얘기할까
주말에 어때
좋아 그럼 주말에 보자
알겠어 그때 보자 조심해서 들어가",0
"어 잘 지냈어
음 뭐 그냥 그렇지 뭐
아 근데 할 말이 있어서 연락했어
무슨 일이야
저번에 그 문제 있잖아
아 맞아 그거...
어떻게 해결할지 좀 고민이야
나는 솔직히 대화가 제일 중요한 것 같아
그래서 나도 얘기 한번 해보려고
잘 풀리면 좋겠다
응 서로 오해가 있었던 것 같아서
대화하다 보면 이해할 수 있을 거야
응 맞아
고마워 그럼 그래도 좀 낫네
언제 한 번 시간 있으면 같이 얘기해 보자
좋아 그때 보자",0
"야 뭐해
어 지금 카페야 좀 시끄럽지
아 괜찮아 잘 들려
내일 집들이잖아 음악 리스트 좀 같이 보려고
오 좋지 그럼 뭐 준비했냐
생각한 게 몇 개 있는데 너도 추천 좀 해줘
나 요즘 80년대 음악에 꽂혀서 몇 개 골라볼게
오 괜찮다 나도 몇 개 찾아볼게 그러고 보니 예전에 우리 같이 들었던 것도 좋지 않았냐
그러니까 그때 좋았지 뭔가 추억의 느낌도 있고
맞아 맞아 그럼 이번 집들이에서 다 같이 즐기자
그래 알겠어 나중에 또 얘기하자
좋아 그럼 나중에 봐
응 잘가",0
"야 뭐해
어 나 지금 밖이야
음 바람 부네 지금 어디로 가
공원 근처야 너는
집에서 음악 리스트 좀 만들고 있어 주말에 집들이 할 거잖아
오 그래서 뭐 좀 추천해줘
그러니까 내가 좀 생각해봤는데 이 노래 어때
어떤 거
음 들으면 좋을 것 같은데 나중에 링크 보낼게
아 좋지 근데 날씨 진짜 좋다
그러게 밖에 나와 있으니까 덥지도 않고
그게 딱 좋은 것 같아 음악도 좋은 거 골라야 하고
하하 맞아 고마워 나중에 봐
그래 연락할게",0
"야 뭐해
음 집에 있어 너는
나도 집에서 책 읽고 있었어
저기 이번에 책 클럽 모임 언제 할까
음 이번 주말 어때
주말 좋다 그럼 장소는 어디로 하지
집에서 하면 조용하고 좋을 것 같아
맞아 그럼 이번에는 우리 집에서 하자
좋아 몇 시쯤 시작할까
점심 이후에 2시 어때
오케이 그럼 2시에 시작
응 그럼 이번엔 그 책 읽기로 하는 거지
맞아 그거 읽으면서 이야기 나누자
알겠어 그럼 준비할게
그래 그럼 주말에 만나
응 나중에 보자",0
"야 뭐해
어 지금 밖에 나와 있어
아 거기 바람 불어
응 좀 불어서 괜찮아 근데 무슨 일이야
다음 주 책 클럽 모임 잡아야 해서 말이야
오 좋은 생각이네 언제가 좋을까
음 나는 주말이 괜찮아
주말 나도 괜찮아 그럼 토요일 어때
토요일 좋지 어디서 할까
저번에 만났던 카페 괜찮지 않아
그래 그때 그 카페 분위기 좋았어
그럼 거기서 3시 어때
좋아 그럼 그때 보자
응 알았어 나중에 봐
그래 잘 있어",0
"야 어제 그 다큐 봤어
어 어떤 거
그 외계 생명체 주제였던 거
아 그거 완전 대박이었지 하하
맞아 나도 보면서 너무 신기했어
근데 저기 밖이라 바람 좀 불어
아 진짜
그래서 이어폰 끼고 얘기하는 중이야
그러게 바람 불어서 목소리 잘 안 들릴 뻔
근데 그 화성 탐사 부분 대박 아니었어
응 진짜 과학이 이렇게 발전했구나 싶더라
그러니까 말이야 지구 밖에 이렇게 많은 미스터리가 있다니
그러게 그러게 너무 흥미롭던데
우리 주말에 같이 그거 관련해서 또 볼까
좋지 그럼 언제 볼까
금요일 저녁에 시간 어때
오케이 그때 보자
알았어 그럼 나중에 또 연락해
그래 나중에 봐",0
"야 너 지금 뭐해
나 지금 버스 타고 가는데
아 진짜 너 그거 봤어
어제 그 과학 다큐멘터리 봤거든 진짜 재밌더라
뭐야 나 보고 싶었는데 놓쳤어
크크 대신에 내가 다 말해줄게
좋은데 뭔 얘기였어
음 중력파에 대한 얘기였는데
우와 중력파 텐텐하게 들어본 적 있어
그니까 앞으로 과학이 어떻게 발전할지도 나오고
흥미롭네 언제 다시 하냐
다시 보기는 있을 거야 그러니까 찾으면 돼
알겠어 집 가서 바로 찾아봐야겠네
그래 꼭 봐봐 진짜 시간 가는 줄 몰라
오케이 고마워 너 덕분에 알았네
히히 다음에 보면서 같이 얘기해보자
그러자 그럼 이따 연락해
응 나중에 봐",0
