dialogue,label
"야 지금 도서관인데 잠깐 얘기할 수 있어
어 나도 도서관이야 말해봐
우리 간식 뭐 살지 정해볼까
좋아 뭐 먹고 싶어
음 나는 과자는 꼭 먹고 싶어 그리고 음료수도
그래 그럼 나는 과자 두 종류랑 탄산 음료 좀 사고 싶어
그러면 나머지는 내가 샌드위치랑 주스 살게
오케이 그럼 딱 적절히 나눴네
응 그럼 혹시 다른 거 필요하면 알려줘
그래 조용히 해야 되니까 이따 문자로 얘기해
알겠어 그럼 이따 봐",0
"야 뭐해
나 지금 집이야 왜
간식 사려고 하는데 같이 갈래
좋아 뭐 먹을까
음 그 과자랑 초콜릿 어때
오 괜찮네 그럼 얼마씩 낼까
그 과자 내가 살게 넌 초콜릿 사
오케이 그럼 그렇게 나눠서 내자
뭐 하나 더 살까 아니면 이거면 충분해
오늘은 이 정도면 될 것 같아
그래 그럼 언제 갈까
이번 주말에 괜찮아
응 좋아 그때 보자
오케이 나중에 봐",0
"여보세요 나야
어 저기 지금 운전 중인데 잠깐 괜찮아
어 다름이 아니라 학비 관련해서 좀 물어보려고
그래 무슨 일이야
이번 학기 학자금이 좀 부족해서 지원 받을 수 있을까 해서
아 그랬구나 지금 좀 힘든가 보네
응 이번에 예상보다 지출이 많아서
알았어 언제까지 필요해
가능하면 이번 주 내로 부탁할게
알겠어 나중에 통화 끝나고 다시 얘기하자
응 고마워
조심해서 가
어 잘 갈게 나중에 보자",0
"엄마 이따 저녁에 시간 돼
어 왜 무슨 일 있어
저기 있잖아 이번 학비 때문에 좀 걱정이 돼서
그래서 지원이 좀 필요하구나 어찌어찌해보려고 했는데 안 되겠어
음 그래 뭐든지 말해봐
어 그럼 이번 학기 등록금 조금만 도와줄 수 있을까
음 얼마 정도 필요한 건데
한 100만 원 정도면 될 것 같아
알았어 방법 찾아볼게
정말 감사합니다 저도 알바 좀 더 구해볼게
그래 그렇게 하면 우리 같이 해결할 수 있을 거야
네 정말 감사해요
그래 우리 힘내보자",0
"어 야 뭐해
어 지금 버스 타고 가는 중이야
아 그래 나도 걷는 중이야 근데 있잖아 우리 여행 경비 좀 계산해볼까
좋아 그럼 우리 숙박 먼저 생각해보자 한 사람에 얼마 정도일까
대충 계산해보니 1박에 5만원 정도 하더라고
그럼 3박이면 15만원이네
맞아 그리고 교통비는 어떻게 할까
기차표가 왕복으로 한 8만원쯤 하던데
음 그럼 총 23만원이네
근데 식비도 꽤 들지 않을까
하하 맞아 거기 맛집도 많잖아 하루에 한 2만원씩 잡으면 되지 않을까
음 좋네 그럼 6만원 더해서 합치면 29만원 정도네
응응 근데 혹시 여유롭게 조금 더 준비하는 게 좋지 않을까
아 그거 좋다 한 5만원 정도 더 준비해보자
그래 그럼 전체적으로 34만원 정도 준비하면 되겠네
오케이 그럼 나중에 다시 얘기하자
그래 나중에 봐
어 조심히 가",0
"야 뭐해
어 지금 버스 타고 가는 중인데
아 그래 나도 지하철에서 통화하는 중이야
우리 여행 경비 어떻게 나눌지 얘기해볼까
좋아 숙소랑 항공권은 대충 계산해봤어
음 그럼 나머지 부분은 어떻게 할까
먹는 거랑 교통비는 대충 반반하는 게 어떨까
괜찮은데 근데 먹는 거는 좀 유동적일 수 있으니까
맞아 음 괜찮아 그럼 나중에 추가하면 되지
그럼 기본적인 건 나눠놓고 나머지는 그때그때 확인해보자
좋아 그렇게 하자
오케이 그럼 자세한 건 나중에 만나서 다시 얘기하자
그래 나중에 봐",0
"어 안녕 잘 지냈어
음 별일 없었지 너는 어때
나도 잘 지냈어 그런데 우리 프로젝트 관련해서 얘기 좀 할까 싶어서
아 그래 그 비용 관련된 거지
응 맞아 우선 예산이 어느 정도 나왔어
아 그래 어떻게 나왔어
정확하진 않지만 예상보다는 조금 높게 나왔어 음 계산해봤을 때 우리 둘이 나눠야 할 것 같아
그렇구나 그러면 각각 얼마씩 부담할까
내 생각엔 절반씩 나누는 게 좋을 것 같은데 어떻게 생각해
음 그러자 그렇게 나누면 딱 맞겠네
그럼 그렇게 하자 혹시 다른 건 없어
음 다른 건 특별히 없는 것 같아
알았어 그럼 오늘은 이만 하고 다음에 얘기 더 하자
그래 고마워 나중에 봐
응 잘 있어",0
"어 지금 시간 괜찮아
어 나 지금 버스 타고 가는 중이야
아 그래 나도 지금 회사로 가는 길이야
그 프로젝트 비용 말인데 정리 좀 할 필요가 있을 것 같아서
맞아 지금까지 계산한 거 보니까 조금 오버될 것 같기도 하고
아 그래 오버된 부분은 어디에서 해결할지 논의가 필요할 것 같아
음 그러니까 우선 중요 항목들부터 정리하고 떡밥은 나중에 보는 게 어때
나도 그렇게 생각해 우선 우리 둘이 같이 부담할 부분 먼저 정하고
그럼 이번 주 안으로 대략적인 것만 정리해서 다시 얘기하자
그래서 좋겠다 나중에 다시 연락할게
오케이 그럼 일단 회사에서 보자",0
"안녕하세요 지금 통화 괜찮으세요
네 저 지금 버스 타고 있는데 괜찮아요 뭐 도와드릴까요
다름이 아니고 월세 납부 일정에 대해 좀 말씀드리고 싶어서요
네 말씀하세요
제가 이번 달에는 조금 늦출 수 있을까 해서요 사정이 있어서요
음 지금 상황이 어떻게 되시는데요
지금 조금 자금 사정이 어려워서요 이번 달은 다음 주에 드리면 안 될까요
알겠습니다 그러면 다음 주까지 입금해 주시면 될 것 같아요
정말 감사합니다 덕분에 편하게 해결할 수 있게 됐어요
괜찮아요 그럼 이따가 더 궁금한 거 있으면 연락 주세요
네 알겠습니다 감사합니다 조심히 가세요
네 감사합니다 좋은 하루 되세요",0
"안녕하세요 지금 통화 괜찮으세요
어 지금 밖에 나와 있어서 좀 바람 소리 들릴 수도 있어
괜찮습니다 제가 이번 달 월세 관련해서 말씀드리고 싶은 게 있어서요
아 그래요 무슨 일이에요
제 상황이 좀 변해서 이번 달 월세 납부일을 조금 조정할 수 있을까요
음 그게 정확히 언제까지 연기하고 싶으신 건가요
다음 주 금요일까지 가능할까요 혹시 어려운가 해서요
음 알겠습니다 그 정도면 괜찮을 것 같네요
정말 감사합니다 확실히 그때까지 낼게요
네 그러면 다음 주 금요일까지로 알고 있겠습니다 또 다른 말씀 있을까요
아 네 딱히 없습니다 협조해주셔서 감사합니다
별말씀을요 나중에 또 연락 주세요
네 감사합니다 조심히 가세요",0
