dialogue,label
"요즘 영화 뭐 볼 만한 거 있어
음 내가 본 것 중에 그 어벤져스 시리즈 재밌었어
아 그거 나도 좋아해 하하 다른 건 없어
어 저기 디즈니 플러스에 새로 나온 영화도 괜찮던데
진짜 디즈니 플러스에 뭐 나왔어
그 뭐더라 아 코코
아 맞아 그거 보고 싶었어 게다가 주말에 집에서 조용히 보는 것도 좋겠다
응 그럼 주말에 같이 보자
그래 그러면 팝콘도 준비할까
어 팝콘이랑 콜라 같이 하면 완벽하겠지
하하 오케이 그럼 영화 날에 보자
응 그때 보자",0
"안녕 주말 잘 보내고 있어
응 그래 너는
나도 괜찮아 저기 주말에 영화 하나 추천해줄래
오 그거 좋은 아이디어지 나는 최근에 애니메이션 봤는데 정말 재밌었어
그래 어떤 거였어
그거 있잖아 용사가 나오는 이야기
아 그거 나도 본 것 같아
그럼 다른 거 좀 찾아볼까
그래 고마워 찾으면 저녁에 같이 이야기해보자
알겠어 그럼 나중에 봐
응 조용히 해야 돼서 갔다 올게",0
"어 퇴근했어
응 방금 나왔어
오늘 헬스장 가기로 했잖아
맞아 오늘 밤에 가자
몇 시쯤 괜찮아
음 저녁 먹고 한 8시쯤 어때
좋아 거기서 만나서 운동하자
알겠어 뭐 먼저 할까
역시 가볍게 스트레칭하고 런닝부터 시작할까
응 그게 좋겠네
그럼 오늘 뭐 먹고 갈 거야
집에 뭐 있나 보고 없으면 간단히 사 먹고 갈게
그래 그럼 헬스장에서 보자
응 조심히 와",0
"어 야 뭐해
어 나 지금 카페야 거기 시끄럽네
그러게 사람 많아서 그런가봐
퇴근 후에 헬스장 같이 갈래
아 좋지 몇 시에 갈까
음 7시쯤 어때
괜찮아 그때 만나자
뭐 필요한 거 있으면 말해 준비할게
음 특별한 건 없고 운동화만 챙겨오면 될듯
그러면 끝나고 뭐 먹을지 고민해보자
그래 그럼 운동 끝나고 전화할게
오케이 그때 보자
그래 알았어 나중에 봐",0
"안녕하세요 주문 취소 문의드리려고 하는데요
네 어떤 주문이신가요
어제 오후에 커피 두 잔을 주문했는데요 취소 가능할까요
주문 번호나 전화번호 뒷자리 네 자리 알려주시면 확인해드릴게요
전화번호 뒷자리 1234입니다
잠시만요 확인해보겠습니다
네
주문 취소 가능하시고요 환불은 3일 이내 처리될 예정입니다
감사합니다 확인해주셔서
네 다른 문의사항 있으신가요
아니요 그게 다입니다 감사합니다
네 좋은 하루 되세요
네 안녕히 계세요",0
"안녕하세요 주문 취소 문의하려고요
네 어떤 주문이실까요
오늘 아침에 커피 두 잔 주문했는데 취소 가능할까요
잠시만요 지금 확인 중입니다
네
주문 번호 알려주실 수 있으세요
잠깐만요 아 네 여기 있네요 123456입니다
감사합니다 주문 취소 처리 도와드리겠습니다
네 감사합니다
이동 중이시라면 조심히 다니세요
네 감사합니다 수고하세요",0
"야 뭐해
어 나 지금 도서관이야 조용히 해야 돼
아 미안해 결혼식 초대장 받았어
어 받았지 그래서 보낼 거야
응 RSVP 보내려고
너는 언제 보낼래
음 생각해보고 오늘 저녁쯤에 보내야겠다
좋아 나도 그때쯤 보내야겠다
하하 우리 같이 가는 거지
응 당연하지 같이 가자
좋아 그럼 나중에 얘기하자
그래 나중에 봐 연락할게
응 조용히 해야 되니까 끊을게
그래 알았다
바이
응 바이",0
"어 뭐해
지금 도서관이야 조용히 해야 돼
아 그렇구나 결혼식 말인데
어
다음 주 토요일 오지
당연히 가지 근데 몇 시였지
오후 두 시야
알았어 장소는 어디더라
서울 종로구 그 호텔 있잖아
아 기억났다 내가 길치라서
걱정 마 내가 데리러 갈게
고마워 거기 가면 친구들도 다 있겠네
그럼 그날 재밌겠다
응 우리 오랜만에 다 같이 보는 거야
그럼 그때 보자 잘 있어
응 나중에 봐",0
"어 엄마 거긴 좀 시끄럽네
어 그래 지금 카페에 있어
나 엄마 건강이 좀 걱정돼서 전화했어
아유 괜찮아 별일 없단다
그래도 지난번에 몸 좀 안 좋다고 해서
아 저번엔 감기 기운이 좀 있었지 하하
아 그러면 약은 잘 챙겨 드시고 있어
응 그럼 약은 잘 챙겨 먹고 있지
아 다행이다 혹시 무슨 필요한 거 있으시면 말씀해
음 딱히 필요한 건 없고 그냥 목소리 들어서 좋네
나도 엄마 목소리 들으니 기쁘다
하하 그래 고마워 다음에 또 연락할게
알겠어 나중에 봐",0
"어 지금 걷는 중인데 잠깐 통화 괜찮아
응 괜찮아 무슨 일 있어
저기 부모님 건강이 좀 걱정돼서
아 맞아 나도 최근에 조금 걱정되더라고
어제 전화했더니 감기가 좀 오래 가시는 거 같더라고
음 그러니까 날씨도 갑자기 추워져서 그런가 봐
그러게 이번 주말에 같이 한번 가볼까
좋아 그럼 일정 보고 조율하자
응 알았어 전화할게 신호등 건너고 있어서 끊을게
그래 조심해서 가고 연락 줘",0
