dialogue,label
"안녕하세요 강사님
어 안녕하세요 무슨 일이에요
음 수업 시간 좀 변경할 수 있을까 해서요
아 지금 밖에 계세요 바람 소리가 좀 나네요
네 지금 밖에 나와 있어요
어떻게 변경해드리면 될까요
저 이번 주 토요일 수업을 다음 주로 미룰 수 있을까요
아 그럼 다음 주 같은 시간으로 변경해 드릴게요
네 감사합니다 그러면 변경된 시간 확인하고 다시 연락드릴게요
그렇게 하세요 별일 없죠
네 잘 지내고 있습니다 감사합니다
네 그럼 수업 시간에 봐요
네 강사님 안녕히 계세요",0
"안녕하세요 지금 괜찮으세요
네 괜찮아요 뭐 도와드릴까요
다름 아니라 수업 시간 변경이 가능한지 궁금해서요
음 지금 걷고 있어서 조금만 천천히 말해도 될까요
아 네 알겠습니다
그래서 어떤 시간대에 변경을 원하시나요
저녁보다 아침 시간이 가능할까요
음 그게 말이죠 아침 수업은 꽉 차서 가능한 시간이 없는 것 같아요
아 그렇군요 그럼 혹시 오후는요
잠깐만요 지금 신호등에서 멈춰서 확인해볼게요 아 네 오후에는 3시 이후가 가능해요
오 그렇게 되면 좋겠어요 감사합니다
천만에요 다른 필요한 건 없으세요
아니요 그럼 그 시간에 뵐게요
네 조심히 가세요",0
"안녕하세요 지금 괜찮으세요
네 괜찮아요 말씀하세요
다음 주 모임 장소가 확정됐는지 해서요
아 네 조용히 해야 돼서 간결하게 말씀드릴게요
네네
다음 주 모임은 우리 항상 가는 장소 그대로 진행될 거예요
아 그렇군요 다른 변경사항은 없죠
네 특별히 없고 다들 오는 거 확정된 상태예요
알겠습니다 감사합니다 나중에 봬요
네 조심히 가세요",0
"여보세요 거기 교회 맞죠
네 맞습니다 어떻게 도와드릴까요
다음 주 모임 일정이 어떻게 되나요
아 네 다음 주 금요일 저녁 7시에 2층 모임실에서 모입니다
모임실이면 우리 늘 하던 곳이죠
맞아요 늘 하던 곳입니다
알겠습니다 이번 주는 뭐 가져가야 할 게 있을까요
특별히 준비할 건 없고 그냥 오시면 돼요
감사합니다 그럼 그때 뵐게요
네 감사합니다 조심히 오세요",0
"야 뭐해
지금 버스 타고 가는 중이야 너는
나 지금 집에서 쉬고 있어
주말에 우리 뭐할지 정했어
음 그게 같이 영화 보러 갈까 생각 중인데
오 좋아 최근에 재밌는 거 개봉했다고 하던데
맞아 그거 보자
근데 저녁은 어떻게 할까
어디 맛있는 데로 갈래
저번에 갔던 파스타 집 어때
아 좋다 거기 가자
그럼 영화 보고 저녁 먹고
그래서 몇 시쯤 만날까
음 3시쯤 어때
오 좋지 그럼 영화 끝나고 저녁 먹으러 가면 되겠다
정해졌네 이제 기대된다
나도 완전 기대돼
그럼 주말에 보자
응 주말에 봐
조심히 가고
응 너도 잘 있어",0
"어 나야
어 안녕
여기 좀 시끄럽네
어디야
카페에서 전화하는 중이야
아 그렇구나
주말에 뭐할까
영화 보는 거 어때
좋아 또 뭐 할까
밥 먹으러 가자
좋아 맛있는 데 알아
응 친구가 추천해준 데 있는데
그럼 그거 해
오케이 몇 시에 만날까
한 2시쯤 어때
좋아 그때 만나
알겠어 나중에 봐
응 나중에 봐",0
"어 뭐해
그냥 카페야 여기 시끄럽네
아 그래
우리 주말에 영화 보러 갈까
좋지 무슨 영화 볼래
음 액션이나 코미디 어때
코미디 좋다 근데 그거 재밌을까
하하 걱정 마 다 재밌을 거야
그럼 코미디로 하자
그럴까 시간 맞추자
오케이 그럼 나중에 봐
응 나중에 봐 연락할게",0
"어 지금 어디야
도서관에서 공부 중이야 그래서 목소리 좀 낮춰야 해
알았어 그럼 조용히 이야기할게
그 영화 말인데 봤어
어 아니 그냥 어떤 장르로 볼지 고민 중이야
음 최근에 액션도 괜찮았고 로맨스도 좋았잖아
나도 그래 근데 이번엔 좀 색다른 거 어때 스릴러 같은 거
오 괜찮은데 그럼 스릴러로 가볼까
좋아 그걸로 가자 언제 보러 갈까
주말에 어때
좋아 그럼 주말에 예약해두자
오케이 그럼 이따 공부 마치고 카톡해
응 그럼 연락할게",0
"어 나야
아 안녕
음 그게 말이야 지난주에 좀 오해했던 것 같아
그랬구나 사실 나도 조금 그랬어
그러니까 그때 얘기한 게 그거 아니었어
맞아 근데 그걸 제대로 이해 못 한 것 같아서 미안해
괜찮아 우리 이렇게 이야기해서 다행이야
그러게 바람 많이 불지
응 밖에 나와 있어
그리고 뭐랄까 서로 더 얘기 많이 해야 하는 것 같아
그럼 주말에 만나서 얼굴 보고 얘기할까
좋아 그래야지
바람 불어서 잘 안 들리는데 고마워 다시 얘기해줘서
나야말로 고마워 그럼 이따 봐
응 그때 봐",0
"어 지금 잠깐 통화 괜찮아
어 괜찮아 말해봐
저기 지난번 얘기한 거 있잖아 그때 내가 오해한 거 같아서
아 그거 말이야 어떤 부분이었어
그게 말이야 네가 나한테 솔직하지 않은 줄 알았거든
아 내가 그런 의도가 아니었는데 미안해 네가 그렇게 느꼈다면
아니야 나도 미안해 괜히 혼자서 생각이 많았던 거 같아
우리 서로 오해가 있었던 거 같아 앞으로는 대화 많이 하자
응 맞아 말로 해야 아는 거니까
진짜로 서로 더 이해하고 노력하자 응원해줄게
그래 고마워 이런 자리에서 얘기하니까 괜찮네
응 그러니까 앞으로도 자주 얘기하자
응 나중에 만나서 더 얘기하자
그래 알았어 나중에 봐",0
"야 뭐해
어 나 지금 카페야 좀 시끄러워
그래 그리고 나도 카페야 시끄러워서 잘 안 들릴 수도 있어
맞다 요즘 뉴스 봤어 그 정치 이슈 말이야
어 봤어 좀 충격적이던데
그러니까 말이야 그 정책 방향은 대체 왜 그런지 모르겠어
음 맞아 이해가 안 돼
근데 이번에 발표한 내용 중에 그 경제정책은 좀 괜찮아 보이던데
아 그거 나도 괜찮다고 생각했어
물론 근데 변수도 많고 잘 지켜봐야 할 것 같아
그래 맞아
잠깐만 음 잘 안 들려서 밖으로 나가야겠다
그러게 나도 잠깐 나가야겠다
그럼 나중에 다시 얘기하자
그래 연락할게 나중에 봐",0
"야 뭐해
어 나 카페에 와 있어 조금 시끄럽네
아 그래 그럼 크게 말해줄게
요즘 뉴스 봤어
어 봤지 정치 얘기가 많이 나오더라
진짜 요즘 시끌벅적해
그러게 말이야 이번 이슈는 좀 심각한 것 같아
맞아 맞아 근데 나는 이번 정책에 대해서는 좀 회의적이야
왜 그런지 얘기해봐
음 그게 말이야 너무 원론적이기만 하고 실질적인 방안이 부족한 것 같아
나도 비슷한 생각이야 다음 선거 때 어떻게 될지 궁금해져
하하 그러게 지켜봐야겠어
시간 되면 한번 만나서 얘기 더 하자
오케이 그럼 연락해
그래 나중에 봐",0
